ticket_id,ticket_description,category,priority,resolution_time_hours,assigned_team,status,created_date,cleaned_text
1275,VPN disconnecting repeatedly,VPN Access,Critical,9.19,IT Support,Open,2025-10-15,vpn disconnecting repeatedly
1276,Cloud storage access denied,Cloud Issue,High,4.78,Cloud Team,Closed,2026-05-12,cloud storage access denied
1277,Email attachments not opening,Email Issue,Low,4.65,Security Team,Open,2026-02-04,email attachments opening
1278,Unable to access internal network,Network Issue,High,6.92,IT Support,Resolved,2025-08-31,unable access internal network
1279,Password reset link not working,Password Reset,Critical,3.66,Network Team,Closed,2025-12-05,password reset link working
1280,Unable to connect to database,Database Issue,Critical,4.76,Database Team,Resolved,2025-08-26,unable connect database
1281,Laptop not turning on,Hardware Issue,Critical,3.38,Database Team,Closed,2026-05-28,laptop turning
1282,Email attachments not opening,Email Issue,High,7.54,Application Team,Closed,2025-12-11,email attachments opening
1283,Unable to install software update,Software Issue,Low,9.59,Database Team,Closed,2026-01-29,unable install software update
1284,WiFi disconnecting frequently,Network Issue,Low,6.65,Security Team,In Progress,2026-06-12,wifi disconnecting frequently
1285,Forgot system password,Password Reset,High,7.09,Database Team,Open,2025-09-22,forgot system password
1286,Unable to connect to company VPN,VPN Access,Critical,3.34,Database Team,In Progress,2026-02-18,unable connect company vpn
1287,Suspicious login detected,Security Incident,High,4.26,Application Team,Open,2025-06-20,suspicious login detected
1288,Dashboard not loading correctly,Application Bug,Critical,8.82,Application Team,In Progress,2025-12-05,dashboard loading correctly
1289,Email attachments not opening,Email Issue,Low,4.67,Network Team,In Progress,2026-05-11,email attachments opening
1290,Unauthorized access attempt,Security Incident,Critical,2.89,Database Team,Resolved,2025-07-26,unauthorized access attempt
1291,Keyboard not working properly,Hardware Issue,Low,4.14,IT Support,In Progress,2026-03-06,keyboard working properly
1292,Database query execution failed,Database Issue,Medium,2.86,Security Team,Resolved,2025-09-17,database query execution failed
1293,Forgot system password,Password Reset,Critical,11.69,Network Team,Closed,2025-12-06,forgot system password
1294,API returning unexpected error,Application Bug,High,7.21,Database Team,Closed,2026-04-21,api returning unexpected error
1295,Internet speed extremely slow,Network Issue,High,3.22,IT Support,In Progress,2026-04-10,internet speed extremely slow
1296,Malware alert triggered,Security Incident,Critical,9.2,Security Team,Open,2026-03-03,malware alert triggered
1297,Dashboard not loading correctly,Application Bug,Low,6.65,Network Team,Open,2026-02-01,dashboard loading correctly
1298,SQL server connection timeout,Database Issue,High,4.52,Application Team,In Progress,2025-07-01,sql server connection timeout
1299,Unable to send company email,Email Issue,Low,10.99,Network Team,In Progress,2026-03-26,unable send company email
1300,Database query execution failed,Database Issue,Low,5.07,Security Team,Closed,2025-08-24,database query execution failed
1301,Suspicious login detected,Security Incident,Low,11.51,Database Team,Open,2026-03-10,suspicious login detected
1302,API returning unexpected error,Application Bug,Medium,5.71,IT Support,Closed,2025-09-01,api returning unexpected error
1303,Monitor display flickering,Hardware Issue,High,11.29,Security Team,Open,2025-06-22,monitor display flickering
1304,WiFi disconnecting frequently,Network Issue,Critical,10.98,IT Support,Resolved,2025-08-05,wifi disconnecting frequently
1305,SQL server connection timeout,Database Issue,Critical,10.99,Cloud Team,Resolved,2025-09-29,sql server connection timeout
1306,Software license expired,Software Issue,Low,7.21,Network Team,In Progress,2026-03-28,software license expired
1307,Unable to connect to company VPN,VPN Access,Low,7.26,Network Team,Closed,2025-11-15,unable connect company vpn
1308,Outlook not syncing emails,Email Issue,Low,2.49,Cloud Team,Closed,2025-09-01,outlook syncing emails
1309,Unable to send company email,Email Issue,Critical,10.86,Cloud Team,Open,2025-08-22,unable send company email
1310,Malware alert triggered,Security Incident,Critical,7.66,Network Team,Resolved,2026-02-02,malware alert triggered
1311,Keyboard not working properly,Hardware Issue,Critical,1.82,IT Support,Closed,2025-10-09,keyboard working properly
1312,Email attachments not opening,Email Issue,Critical,6.65,Network Team,In Progress,2025-12-20,email attachments opening
1313,Form submission failed,Application Bug,High,6.72,IT Support,In Progress,2026-04-21,form submission failed
1314,Software license expired,Software Issue,Critical,1.86,Security Team,In Progress,2025-10-03,software license expired
1315,Suspicious login detected,Security Incident,Medium,1.87,Cloud Team,In Progress,2026-01-29,suspicious login detected
1316,Outlook not syncing emails,Email Issue,High,1.86,Network Team,Resolved,2025-09-30,outlook syncing emails
1317,Unable to send company email,Email Issue,Critical,10.56,IT Support,Open,2025-12-13,unable send company email
1318,Cloud storage access denied,Cloud Issue,Medium,2.33,Application Team,Closed,2025-10-21,cloud storage access denied
1319,Password reset link not working,Password Reset,High,5.31,Cloud Team,Closed,2025-08-13,password reset link working
1320,Password reset link not working,Password Reset,High,1.42,Database Team,Resolved,2025-07-12,password reset link working
1321,AWS server instance down,Cloud Issue,Medium,3.79,Database Team,Resolved,2025-07-24,aws server instance
1322,Laptop not turning on,Hardware Issue,High,5.68,Application Team,Resolved,2026-04-28,laptop turning
1323,Email attachments not opening,Email Issue,Critical,6.35,Database Team,Resolved,2026-04-01,email attachments opening
1324,API returning unexpected error,Application Bug,Low,2.49,Security Team,Closed,2026-03-11,api returning unexpected error
1325,Unable to install software update,Software Issue,Low,7.7,IT Support,Open,2026-04-14,unable install software update
1326,Forgot system password,Password Reset,Medium,9.51,Application Team,Resolved,2025-12-14,forgot system password
1327,Cloud storage access denied,Cloud Issue,Low,4.12,Database Team,Closed,2025-11-19,cloud storage access denied
1328,AWS server instance down,Cloud Issue,Low,3.21,Database Team,Open,2026-04-26,aws server instance
1329,Email attachments not opening,Email Issue,Medium,3.8,IT Support,Open,2026-02-21,email attachments opening
1330,AWS server instance down,Cloud Issue,Medium,5.77,Cloud Team,In Progress,2025-12-12,aws server instance
1331,Application crashing frequently,Software Issue,High,9.52,Database Team,In Progress,2025-12-07,application crashing frequently
1332,SQL server connection timeout,Database Issue,Low,7.38,Security Team,Resolved,2026-01-09,sql server connection timeout
1333,Suspicious login detected,Security Incident,Medium,11.82,IT Support,Resolved,2026-01-31,suspicious login detected
1334,Unable to login after password reset,Password Reset,Critical,9.38,Cloud Team,Open,2025-06-30,unable login password reset
1335,Malware alert triggered,Security Incident,Medium,3.24,Cloud Team,Closed,2025-08-09,malware alert triggered
1336,Form submission failed,Application Bug,Medium,7.6,Database Team,In Progress,2025-08-06,form submission failed
1337,Azure VM not responding,Cloud Issue,Critical,9.92,Network Team,Resolved,2025-09-02,azure vm responding
1338,VPN connection failed remotely,VPN Access,High,7.17,Application Team,In Progress,2026-05-13,vpn connection failed remotely
1339,Monitor display flickering,Hardware Issue,Medium,4.63,Cloud Team,Closed,2025-11-24,monitor display flickering
1340,Keyboard not working properly,Hardware Issue,Medium,7.81,Database Team,In Progress,2025-12-08,keyboard working properly
1341,Password reset link not working,Password Reset,High,6.73,Database Team,Closed,2026-03-22,password reset link working
1342,SQL server connection timeout,Database Issue,High,4.28,IT Support,Resolved,2026-05-11,sql server connection timeout
1343,Unable to send company email,Email Issue,Medium,1.35,IT Support,Open,2025-11-12,unable send company email
1344,Form submission failed,Application Bug,Low,9.4,IT Support,In Progress,2025-07-26,form submission failed
1345,Internet speed extremely slow,Network Issue,Critical,5.64,Security Team,In Progress,2026-05-17,internet speed extremely slow
1346,Laptop not turning on,Hardware Issue,Low,3.75,Cloud Team,In Progress,2025-12-09,laptop turning
1347,Laptop not turning on,Hardware Issue,High,8.35,Cloud Team,Closed,2025-10-06,laptop turning
1348,Software license expired,Software Issue,Medium,11.26,Cloud Team,In Progress,2025-08-10,software license expired
1349,Cloud storage access denied,Cloud Issue,Medium,11.91,Application Team,Open,2026-06-16,cloud storage access denied
1350,Password reset link not working,Password Reset,Medium,7.39,Database Team,Resolved,2025-10-19,password reset link working
1351,Unauthorized access attempt,Security Incident,Critical,5.28,Database Team,Closed,2025-12-24,unauthorized access attempt
1352,Application crashing frequently,Software Issue,Low,6.56,Security Team,In Progress,2025-11-14,application crashing frequently
1353,Unable to send company email,Email Issue,Critical,9.8,Cloud Team,Closed,2026-05-07,unable send company email
1354,Cloud storage access denied,Cloud Issue,High,4.77,Application Team,In Progress,2025-12-14,cloud storage access denied
1355,Keyboard not working properly,Hardware Issue,Low,4.17,IT Support,Open,2025-08-29,keyboard working properly
1356,Unable to access internal network,Network Issue,Critical,11.29,Database Team,Open,2026-06-15,unable access internal network
1357,Software license expired,Software Issue,High,5.64,Security Team,Open,2025-08-26,software license expired
1358,Unauthorized access attempt,Security Incident,Critical,3.96,Database Team,Resolved,2025-06-21,unauthorized access attempt
1359,Laptop not turning on,Hardware Issue,High,4.32,Security Team,Resolved,2025-07-29,laptop turning
1360,Monitor display flickering,Hardware Issue,Critical,3.34,IT Support,Resolved,2026-05-14,monitor display flickering
1361,Unauthorized access attempt,Security Incident,Critical,2.61,Network Team,Open,2026-06-13,unauthorized access attempt
1362,Laptop not turning on,Hardware Issue,High,7.14,Application Team,Open,2026-06-15,laptop turning
1363,API returning unexpected error,Application Bug,High,2.86,Security Team,Resolved,2026-03-23,api returning unexpected error
1364,Unauthorized access attempt,Security Incident,High,11.72,IT Support,Closed,2026-01-09,unauthorized access attempt
1365,SQL server connection timeout,Database Issue,Medium,2.88,Application Team,Resolved,2025-08-13,sql server connection timeout
1366,Laptop not turning on,Hardware Issue,Critical,4.79,Network Team,In Progress,2026-01-13,laptop turning
1367,Cloud storage access denied,Cloud Issue,Low,8.99,Network Team,Open,2026-04-30,cloud storage access denied
1368,Forgot system password,Password Reset,Low,4.7,Database Team,Resolved,2025-12-03,forgot system password
1369,Unable to access internal network,Network Issue,Low,2.37,IT Support,Open,2026-03-25,unable access internal network
1370,Outlook not syncing emails,Email Issue,High,11.89,Security Team,Resolved,2025-12-28,outlook syncing emails
1371,Unable to install software update,Software Issue,High,2.21,Cloud Team,Open,2026-01-06,unable install software update
1372,Malware alert triggered,Security Incident,Critical,5.29,IT Support,Resolved,2026-04-11,malware alert triggered
1373,Laptop not turning on,Hardware Issue,High,8.17,IT Support,In Progress,2026-03-02,laptop turning
1374,Password reset link not working,Password Reset,Medium,1.05,Database Team,Closed,2026-05-19,password reset link working
1375,API returning unexpected error,Application Bug,High,5.87,Network Team,Open,2025-07-26,api returning unexpected error
1376,VPN connection failed remotely,VPN Access,High,4.02,Network Team,In Progress,2026-02-01,vpn connection failed remotely
1377,Database query execution failed,Database Issue,High,10.09,Database Team,Open,2025-06-22,database query execution failed
1378,Azure VM not responding,Cloud Issue,Low,7.62,IT Support,Closed,2026-04-02,azure vm responding
