ticket_id,ticket_description,category,priority,resolution_time_hours,assigned_team,status,created_date
1327,Cloud storage access denied,Cloud Issue,Low,4.12,Database Team,Closed,2025-11-19
1328,AWS server instance down,Cloud Issue,Low,3.21,Database Team,Open,2026-04-26
1329,Email attachments not opening,Email Issue,Medium,3.8,IT Support,Open,2026-02-21
1330,AWS server instance down,Cloud Issue,Medium,5.77,Cloud Team,In Progress,2025-12-12
1331,Application crashing frequently,Software Issue,High,9.52,Database Team,In Progress,2025-12-07
1332,SQL server connection timeout,Database Issue,Low,7.38,Security Team,Resolved,2026-01-09
1333,Suspicious login detected,Security Incident,Medium,11.82,IT Support,Resolved,2026-01-31
1334,Unable to login after password reset,Password Reset,Critical,9.38,Cloud Team,Open,2025-06-30
1335,Malware alert triggered,Security Incident,Medium,3.24,Cloud Team,Closed,2025-08-09
1336,Form submission failed,Application Bug,Medium,7.6,Database Team,In Progress,2025-08-06
1337,Azure VM not responding,Cloud Issue,Critical,9.92,Network Team,Resolved,2025-09-02
1338,VPN connection failed remotely,VPN Access,High,7.17,Application Team,In Progress,2026-05-13
1339,Monitor display flickering,Hardware Issue,Medium,4.63,Cloud Team,Closed,2025-11-24
1340,Keyboard not working properly,Hardware Issue,Medium,7.81,Database Team,In Progress,2025-12-08
1341,Password reset link not working,Password Reset,High,6.73,Database Team,Closed,2026-03-22
1342,SQL server connection timeout,Database Issue,High,4.28,IT Support,Resolved,2026-05-11
1343,Unable to send company email,Email Issue,Medium,1.35,IT Support,Open,2025-11-12
1344,Form submission failed,Application Bug,Low,9.4,IT Support,In Progress,2025-07-26
1345,Internet speed extremely slow,Network Issue,Critical,5.64,Security Team,In Progress,2026-05-17
1346,Laptop not turning on,Hardware Issue,Low,3.75,Cloud Team,In Progress,2025-12-09
1347,Laptop not turning on,Hardware Issue,High,8.35,Cloud Team,Closed,2025-10-06
1348,Software license expired,Software Issue,Medium,11.26,Cloud Team,In Progress,2025-08-10
1349,Cloud storage access denied,Cloud Issue,Medium,11.91,Application Team,Open,2026-06-16
1350,Password reset link not working,Password Reset,Medium,7.39,Database Team,Resolved,2025-10-19
1351,Unauthorized access attempt,Security Incident,Critical,5.28,Database Team,Closed,2025-12-24
1352,Application crashing frequently,Software Issue,Low,6.56,Security Team,In Progress,2025-11-14
1353,Unable to send company email,Email Issue,Critical,9.8,Cloud Team,Closed,2026-05-07
1354,Cloud storage access denied,Cloud Issue,High,4.77,Application Team,In Progress,2025-12-14
1355,Keyboard not working properly,Hardware Issue,Low,4.17,IT Support,Open,2025-08-29
1356,Unable to access internal network,Network Issue,Critical,11.29,Database Team,Open,2026-06-15
1357,Software license expired,Software Issue,High,5.64,Security Team,Open,2025-08-26
1358,Unauthorized access attempt,Security Incident,Critical,3.96,Database Team,Resolved,2025-06-21
1359,Laptop not turning on,Hardware Issue,High,4.32,Security Team,Resolved,2025-07-29
1360,Monitor display flickering,Hardware Issue,Critical,3.34,IT Support,Resolved,2026-05-14
1361,Unauthorized access attempt,Security Incident,Critical,2.61,Network Team,Open,2026-06-13
1362,Laptop not turning on,Hardware Issue,High,7.14,Application Team,Open,2026-06-15
1363,API returning unexpected error,Application Bug,High,2.86,Security Team,Resolved,2026-03-23
1364,Unauthorized access attempt,Security Incident,High,11.72,IT Support,Closed,2026-01-09
1365,SQL server connection timeout,Database Issue,Medium,2.88,Application Team,Resolved,2025-08-13
1366,Laptop not turning on,Hardware Issue,Critical,4.79,Network Team,In Progress,2026-01-13
1367,Cloud storage access denied,Cloud Issue,Low,8.99,Network Team,Open,2026-04-30
1368,Forgot system password,Password Reset,Low,4.7,Database Team,Resolved,2025-12-03
1369,Unable to access internal network,Network Issue,Low,2.37,IT Support,Open,2026-03-25
1370,Outlook not syncing emails,Email Issue,High,11.89,Security Team,Resolved,2025-12-28
1371,Unable to install software update,Software Issue,High,2.21,Cloud Team,Open,2026-01-06
1372,Malware alert triggered,Security Incident,Critical,5.29,IT Support,Resolved,2026-04-11
1373,Laptop not turning on,Hardware Issue,High,8.17,IT Support,In Progress,2026-03-02
1374,Password reset link not working,Password Reset,Medium,1.05,Database Team,Closed,2026-05-19
1375,API returning unexpected error,Application Bug,High,5.87,Network Team,Open,2025-07-26
1376,VPN connection failed remotely,VPN Access,High,4.02,Network Team,In Progress,2026-02-01
1377,Database query execution failed,Database Issue,High,10.09,Database Team,Open,2025-06-22
1378,Azure VM not responding,Cloud Issue,Low,7.62,IT Support,Closed,2026-04-02
1379,Outlook not syncing emails,Email Issue,Low,11.49,Application Team,Resolved,2025-07-31
1380,Cloud storage access denied,Cloud Issue,Low,6.99,Database Team,Open,2025-11-10
1381,Laptop not turning on,Hardware Issue,Low,6.55,Database Team,Resolved,2026-01-08
1382,VPN disconnecting repeatedly,VPN Access,Critical,9.82,Security Team,Closed,2025-12-22
1383,Cloud storage access denied,Cloud Issue,Critical,1.29,IT Support,Open,2025-08-27
1384,Forgot system password,Password Reset,Low,8.79,Database Team,In Progress,2026-02-19
1385,Unable to connect to company VPN,VPN Access,Low,7.07,Cloud Team,Open,2025-09-12
1386,VPN connection failed remotely,VPN Access,High,10.66,Security Team,Open,2025-09-21
1387,Unable to login after password reset,Password Reset,Low,7.94,Database Team,Open,2025-07-01
1388,Keyboard not working properly,Hardware Issue,High,5.4,Application Team,Open,2025-11-12
1389,Unable to connect to company VPN,VPN Access,Medium,3.91,IT Support,Resolved,2025-06-28
1390,Dashboard not loading correctly,Application Bug,Critical,9.08,Cloud Team,Open,2025-11-28
1391,Software license expired,Software Issue,Critical,3.39,Database Team,Resolved,2025-11-27
1392,Unable to connect to company VPN,VPN Access,High,8.64,IT Support,In Progress,2025-10-22
1393,Unauthorized access attempt,Security Incident,Low,9.33,Application Team,Resolved,2026-02-22
1394,Unable to connect to database,Database Issue,High,10.73,Network Team,Closed,2026-04-02
1395,Unable to install software update,Software Issue,Low,4.8,Cloud Team,Closed,2025-10-17
1396,Unable to connect to company VPN,VPN Access,Critical,7.42,Network Team,Resolved,2025-11-08
1397,Dashboard not loading correctly,Application Bug,Low,4.44,Database Team,Open,2026-05-19
1398,Database query execution failed,Database Issue,Low,5.25,IT Support,Open,2025-11-27
1399,Outlook not syncing emails,Email Issue,Low,6.83,Network Team,Open,2025-09-12
1400,Dashboard not loading correctly,Application Bug,Low,8.59,Network Team,Open,2026-05-16
1401,Malware alert triggered,Security Incident,Medium,1.86,Network Team,Resolved,2025-12-20
1402,Application crashing frequently,Software Issue,Medium,3.57,Database Team,In Progress,2026-05-11
1403,Form submission failed,Application Bug,Medium,7.99,Network Team,Open,2026-01-13
1404,Unable to connect to database,Database Issue,High,9.72,Security Team,Closed,2025-12-28
1405,Unable to connect to company VPN,VPN Access,Critical,4.37,Cloud Team,In Progress,2025-11-12
1406,Internet speed extremely slow,Network Issue,Low,10.46,Application Team,Open,2025-09-01
1407,SQL server connection timeout,Database Issue,Medium,4.5,Database Team,Resolved,2025-10-03
1408,Keyboard not working properly,Hardware Issue,Medium,5.93,Database Team,Resolved,2026-06-16
1409,Keyboard not working properly,Hardware Issue,Low,11.11,Security Team,In Progress,2025-08-27
1410,Unable to connect to company VPN,VPN Access,High,4.8,Security Team,Resolved,2026-01-26
1411,Unable to send company email,Email Issue,Low,3.87,Database Team,Open,2025-11-04
1412,WiFi disconnecting frequently,Network Issue,Low,5.41,Security Team,Closed,2025-08-18
1413,Cloud storage access denied,Cloud Issue,Low,2.37,Application Team,Closed,2026-02-15
1414,Cloud storage access denied,Cloud Issue,Medium,3.0,Security Team,Closed,2025-10-31
1415,Dashboard not loading correctly,Application Bug,Medium,7.9,Cloud Team,In Progress,2025-08-25
1416,Form submission failed,Application Bug,Low,3.7,Cloud Team,Open,2025-07-04
1417,AWS server instance down,Cloud Issue,High,2.34,Security Team,Closed,2025-07-06
1418,Unable to install software update,Software Issue,Critical,8.64,Application Team,In Progress,2025-09-12
1419,WiFi disconnecting frequently,Network Issue,High,6.93,Security Team,In Progress,2025-09-16
1420,Password reset link not working,Password Reset,Medium,6.1,Network Team,Closed,2025-07-28
1421,Software license expired,Software Issue,Medium,11.44,Cloud Team,Resolved,2026-04-04
1422,Password reset link not working,Password Reset,High,9.05,Application Team,Closed,2025-12-11
1423,Email attachments not opening,Email Issue,High,10.76,Network Team,Open,2026-01-20
1424,Unable to install software update,Software Issue,Medium,8.29,Network Team,In Progress,2025-10-28
1425,VPN connection failed remotely,VPN Access,Critical,6.57,Cloud Team,In Progress,2026-01-27
1426,Database query execution failed,Database Issue,Critical,9.76,Security Team,Open,2026-01-15
1427,Database query execution failed,Database Issue,Medium,7.38,Security Team,In Progress,2025-12-24
1428,Suspicious login detected,Security Incident,Low,7.27,Network Team,Resolved,2025-06-25
1429,API returning unexpected error,Application Bug,Critical,8.89,Security Team,Closed,2026-02-28
1430,Suspicious login detected,Security Incident,Low,1.2,Network Team,Closed,2025-12-18
1431,WiFi disconnecting frequently,Network Issue,Medium,7.33,Security Team,Resolved,2025-09-14
1432,Application crashing frequently,Software Issue,High,5.08,IT Support,In Progress,2026-01-04
1433,Monitor display flickering,Hardware Issue,Low,7.85,Security Team,Open,2025-06-26
1434,Laptop not turning on,Hardware Issue,Critical,4.79,IT Support,Closed,2025-08-13
1435,Unable to connect to database,Database Issue,High,11.03,Security Team,Closed,2026-05-23
1436,AWS server instance down,Cloud Issue,Low,8.08,Application Team,Open,2026-01-12
1437,AWS server instance down,Cloud Issue,High,10.41,Security Team,In Progress,2026-04-08
1438,Password reset link not working,Password Reset,High,6.84,Network Team,Open,2026-06-06
1439,API returning unexpected error,Application Bug,High,5.17,Application Team,Open,2025-12-24
1440,Laptop not turning on,Hardware Issue,Critical,3.73,Security Team,Resolved,2025-10-21
1441,Unable to connect to database,Database Issue,High,11.95,Application Team,Closed,2025-11-18
1442,Email attachments not opening,Email Issue,Low,2.65,Cloud Team,Closed,2025-06-28
1443,Suspicious login detected,Security Incident,Low,7.31,Database Team,In Progress,2026-06-13
1444,VPN disconnecting repeatedly,VPN Access,Critical,9.17,Database Team,In Progress,2026-01-07
1445,Unable to connect to database,Database Issue,Critical,4.75,Network Team,Closed,2025-08-08
1446,Outlook not syncing emails,Email Issue,High,11.09,Application Team,Open,2025-12-23
1447,Monitor display flickering,Hardware Issue,High,6.02,Database Team,In Progress,2025-11-14
1448,Internet speed extremely slow,Network Issue,High,6.98,IT Support,Open,2025-10-17
1449,Unable to access internal network,Network Issue,High,8.33,Database Team,In Progress,2025-11-19
1450,Unable to send company email,Email Issue,Low,1.08,Security Team,In Progress,2026-04-19
1451,SQL server connection timeout,Database Issue,Low,10.11,Application Team,Open,2025-10-21
1452,Unauthorized access attempt,Security Incident,Medium,9.24,Cloud Team,Resolved,2026-04-03
1453,Password reset link not working,Password Reset,High,8.11,Database Team,In Progress,2026-03-15
1454,Internet speed extremely slow,Network Issue,High,8.23,Application Team,Resolved,2025-09-11
1455,Unable to access internal network,Network Issue,Low,2.98,IT Support,In Progress,2025-09-11
1456,WiFi disconnecting frequently,Network Issue,Critical,11.83,Cloud Team,Closed,2025-08-04
1457,Outlook not syncing emails,Email Issue,Low,2.34,Application Team,In Progress,2026-05-25
1458,Database query execution failed,Database Issue,High,1.64,Database Team,Closed,2026-04-16
1459,Cloud storage access denied,Cloud Issue,High,11.74,Network Team,In Progress,2026-01-30
1460,Unauthorized access attempt,Security Incident,Low,3.42,Application Team,Resolved,2025-11-10
1461,WiFi disconnecting frequently,Network Issue,Low,9.4,Cloud Team,Closed,2026-06-01
1462,Cloud storage access denied,Cloud Issue,Low,2.41,Security Team,Resolved,2026-02-28
1463,Dashboard not loading correctly,Application Bug,Low,10.92,IT Support,In Progress,2026-06-13
1464,Malware alert triggered,Security Incident,Critical,5.95,Security Team,Resolved,2025-10-26
1465,Email attachments not opening,Email Issue,Medium,5.55,Cloud Team,Open,2025-12-23
1466,Software license expired,Software Issue,Low,11.76,Security Team,Resolved,2026-04-05
1467,Unable to connect to database,Database Issue,Low,9.67,IT Support,Closed,2026-06-10
1468,AWS server instance down,Cloud Issue,Critical,7.29,Database Team,Open,2025-12-09
1469,Monitor display flickering,Hardware Issue,High,3.13,Security Team,Closed,2026-03-11
1470,AWS server instance down,Cloud Issue,Low,2.32,Network Team,Open,2026-05-05
1471,VPN disconnecting repeatedly,VPN Access,Medium,4.81,Network Team,Open,2026-05-24
1472,Suspicious login detected,Security Incident,Low,4.09,Security Team,Open,2025-10-23
1473,Keyboard not working properly,Hardware Issue,Critical,2.47,Cloud Team,Resolved,2026-02-18
1474,API returning unexpected error,Application Bug,Critical,9.47,IT Support,Resolved,2025-06-28
1475,Unable to install software update,Software Issue,High,6.2,Cloud Team,Open,2025-09-19
1476,Unable to connect to company VPN,VPN Access,Medium,8.62,IT Support,Resolved,2025-09-28
1477,SQL server connection timeout,Database Issue,Low,9.13,Database Team,Resolved,2026-01-02
1478,Internet speed extremely slow,Network Issue,Critical,5.28,IT Support,Resolved,2025-12-24
1479,Unable to access internal network,Network Issue,Medium,1.21,Security Team,Resolved,2025-08-17
1480,Password reset link not working,Password Reset,Critical,2.17,Database Team,In Progress,2025-08-27
1481,Unauthorized access attempt,Security Incident,High,9.19,Security Team,Resolved,2025-11-29
1482,Email attachments not opening,Email Issue,Medium,11.63,Security Team,Open,2026-06-09
1483,Password reset link not working,Password Reset,Medium,7.27,Database Team,In Progress,2025-10-20
1484,Unable to access internal network,Network Issue,Low,5.77,Security Team,Resolved,2026-04-14
1485,Cloud storage access denied,Cloud Issue,Critical,9.88,IT Support,Open,2025-08-03
1486,Azure VM not responding,Cloud Issue,Critical,8.07,Cloud Team,Resolved,2026-05-20
1487,Password reset link not working,Password Reset,Medium,4.91,Database Team,Closed,2026-05-30
